CRIMEID,CCN,PERSONID,PERSONTYPE,AGE,age_band,FATAL,MAJORINJURY,MINORINJURY,severity,IMPAIRED,SPEEDING,TICKETISSUED,INVEHICLETYPE,match_source,year_ccn,year,year_month,ward,date_source
28497847,20115227,90076913,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-08,Ward 8,reportdate
28784990,21069389,90948348,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 1,reportdate
28460773,20097802,89965906,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 5,reportdate
28555837,20144512,90254539,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-10,Ward 8,reportdate
28478784,20105906,90019891,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 4,reportdate
28757067,21054284,90860848,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-04,Ward 7,reportdate
28800905,21077952,90999455,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 8,reportdate
28506780,20119469,90103172,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-08,Ward 1,reportdate
28764869,21058495,90883953,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 1,reportdate
28821560,21089659,91065545,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 7,reportdate
28822704,21090391,91069632,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 7,reportdate
28826094,21092480,91078128,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 7,reportdate
28826920,21092872,91081495,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 2,reportdate
28484870,20108916,90038082,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 6,reportdate
28807552,21081560,91020172,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 1,reportdate
28725902,21039370,90764979,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-03,Ward 7,reportdate
26616185,11029703,85029389,Driver,48,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2011,2011,2011-03,Ward 6,reportdate
28837891,21099262,91119003,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 7,reportdate
25315415,15112411,84615750,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-07,Ward 1,reportdate
27655677,18065329,86980330,Driver,35,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-04,Ward 2,reportdate
28813668,21085077,91040023,Driver,23,16-24,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 6,reportdate
24657538,13093041,84730663,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-07,Ward 7,reportdate
26753269,15179328,84742640,Driver,23,16-24,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2015,2015,2015-11,Ward 2,reportdate
26600395,09085933,84690613,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-06,Ward 1,reportdate
24608232,13068206,84581554,Driver,34,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-05,Ward 1,reportdate
26957683,16086975,84776008,Driver,52,45-54,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 1,reportdate
28116206,19132135,88717736,Passenger,24,16-24,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-07,Ward 8,reportdate
28806034,21080851,91039750,Driver,52,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 4,reportdate
25315698,15112473,84745053,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-07,Ward 8,reportdate
26592893,09045295,84555027,Passenger,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-04,Ward 7,reportdate
26482739,11081851,84589456,Driver,0,<16,N,N,N,None,N,Y,N,Moped/scooter,moped_scooter,2011,2011,2011-06,Ward 4,reportdate
28795972,21075210,90982403,Driver,22,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 1,reportdate
26599863,08155602,84741866,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2008,2008,2008-11,Ward 1,reportdate
26634984,12085429,85016064,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-06,Ward 4,reportdate
26645380,10149223,84621211,Driver,21,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-10,Ward 2,reportdate
26918578,16062072,84922218,Driver,35,35-44,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-04,Ward 6,reportdate
26635395,12087762,84717479,Driver,0,<16,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-06,Ward 8,reportdate
26641172,10127396,84863858,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-09,Ward 6,reportdate
27432573,17159993,86177544,Driver,39,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-09,Ward 4,reportdate
28152909,19155881,88858483,Driver,46,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 2,reportdate
26664242,15132980,84634921,Driver,26,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-08,Ward 3,reportdate
26889017,16044167,84661880,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-03,Ward 1,reportdate
28082953,19110283,88585422,Driver,19,16-24,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-06,Ward 2,reportdate
26970864,16095801,84723641,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-06,Ward 4,reportdate
26981050,16102475,85039054,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-06,Ward 6,reportdate
27082015,16167108,84620657,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-10,Ward 2,reportdate
27315590,17082625,85738065,Driver,32,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-05,Ward 1,reportdate
27053705,16148756,84609764,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 1,reportdate
27905758,18221173,87922111,Driver,35,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-12,Ward 3,reportdate
27040878,16140618,84752126,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 1,reportdate
26647051,10155653,84917580,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-10,Ward 1,reportdate
28493872,20113316,90065161,Driver,25,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-08,Ward 2,reportdate
27168887,16218403,85207324,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-12,Ward 4,reportdate
28652600,21006073,90545607,Pedestrian,0,<16,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-01,Ward 6,reportdate
26661358,15131454,84849628,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-08,Ward 6,reportdate
28204001,19189900,89059511,Driver,51,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 2,reportdate
26697596,15147029,84598600,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-09,Ward 8,reportdate
26697593,15147013,84697136,Driver,53,45-54,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2015,2015,2015-09,Ward 7,reportdate
27393536,17135429,86029691,Driver,35,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-08,Ward 5,reportdate
27480668,17189474,86358139,Driver,19,16-24,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-11,Ward 4,reportdate
27392901,17135270,86025997,Driver,20,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-08,Ward 8,reportdate
28226695,19204454,89148172,Driver,24,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-11,Ward 6,reportdate
27484696,17192111,86371792,Driver,27,25-34,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-11,Ward 2,reportdate
27354698,17110814,85887033,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 2,reportdate
26894838,16047661,84865161,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-03,Ward 6,reportdate
27228873,17031209,85414127,Driver,26,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-02,Ward 5,reportdate
26633659,12083523,84691042,Driver,21,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-06,Ward 3,reportdate
26928465,16068263,84646105,Driver,56,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 8,reportdate
27595718,18030678,86770229,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-02,Ward 2,reportdate
25204347,14198256,84834977,Driver,18,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-12,Null,reportdate
28184881,19177039,88985659,Driver,25,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 7,reportdate
27718741,18104202,87216950,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 8,reportdate
27792784,18151250,87495211,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-09,Ward 5,reportdate
28524795,20128459,90157343,Passenger,31,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-09,Ward 8,reportdate
27350672,17108310,85871385,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 1,reportdate
27734740,18114227,87272439,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-07,Ward 8,reportdate
27738493,18116499,87288766,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-07,Ward 1,reportdate
28019902,19068757,88343979,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-04,Ward 8,reportdate
27981952,19044584,88197184,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-03,Ward 7,reportdate
28118701,19133606,88729095,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-07,Ward 5,reportdate
28049877,19088859,88458345,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-05,Ward 4,reportdate
27908767,19000934,87931997,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-01,Ward 1,reportdate
27771032,18137225,87409203,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-08,Ward 1,reportdate
28245558,19215931,89218300,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-12,Ward 2,reportdate
26719628,15159169,84621459,Driver,55,55-64,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2015,2015,2015-10,Ward 6,reportdate
28108775,19127085,88686062,Driver,35,35-44,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-07,Ward 1,reportdate
28061627,19095916,88502701,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-06,Ward 7,reportdate
28195700,19184342,89028813,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 6,reportdate
26937704,16074099,84943457,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 8,reportdate
28149958,19154009,88846990,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 2,reportdate
26996522,16112548,84930307,Driver,20,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-07,Ward 8,reportdate
26948056,16080819,84958101,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 6,reportdate
28127926,19139771,88761038,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 5,reportdate
28147012,19152180,88836677,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 7,reportdate
26953721,16084329,84833875,Driver,31,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-05,Ward 2,reportdate
26661569,15131210,84831059,Driver,28,25-34,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2015,2015,2015-08,Ward 1,reportdate
28195771,19184425,89027335,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-10,Ward 4,reportdate
27220506,17026823,85388559,Driver,36,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-02,Ward 8,reportdate
28138683,19146725,88804536,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 2,reportdate
28223024,19202322,89133569,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-11,Ward 2,reportdate
28253041,19220780,89247037,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-12,Ward 2,reportdate
27018828,16126751,84888543,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-07,Ward 5,reportdate
27630790,18050568,86888897,Driver,53,45-54,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-03,Ward 1,reportdate
27054066,16149114,85002985,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 8,reportdate
27046727,16144273,84761718,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 5,reportdate
27042810,16141751,84867810,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 2,reportdate
25045718,14098243,84638836,Driver,36,35-44,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-07,Null,reportdate
28350896,20047688,89632270,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-03,Ward 6,reportdate
28122051,19136033,88736939,Driver,18,16-24,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 8,reportdate
28421899,20078996,89846335,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-05,Ward 5,reportdate
27307535,17079838,85705797,Driver,35,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-05,Ward 5,reportdate
28506978,20119696,90103739,Driver,37,35-44,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2020,2020,2020-08,Ward 3,reportdate
27025951,16131398,84856521,Driver,26,25-34,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-08,Ward 2,reportdate
27275792,17059904,85588070,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-04,Ward 4,reportdate
28819563,21088407,91058586,Driver,28,25-34,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 1,reportdate
27293120,17070447,85647975,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2017,2017,2017-04,Ward 6,reportdate
28507817,20120031,90106170,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-08,Ward 5,reportdate
28472849,20103258,90001224,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-07,Ward 4,reportdate
28549835,20141306,90235055,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-10,Ward 6,reportdate
27327002,17092803,85781223,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 4,reportdate
28403725,20070085,89791040,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2020,2020,2020-05,Ward 7,reportdate
27350590,17108237,85871336,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 8,reportdate
27444872,17168028,86224754,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-09,Ward 5,reportdate
27554843,18007678,86623007,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-01,Ward 1,reportdate
28223024,19202322,89133186,Passenger,46,45-54,N,N,N,None,Y,N,N,Moped/scooter,moped_scooter,2019,2019,2019-11,Ward 2,reportdate
27538582,17223065,86567777,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-12,Ward 6,reportdate
27114001,16187235,84642820,Driver,32,25-34,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-11,Ward 1,reportdate
27479895,17189040,86352157,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-10,Ward 4,reportdate
27638040,18054809,86914997,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-04,Ward 4,reportdate
26595144,08093001,84650392,Driver,31,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2008,2008,2008-07,Ward 2,reportdate
27069625,16158986,84730464,Driver,22,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2016,2016,2016-09,Ward 4,reportdate
27740576,18117977,87297221,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-07,Ward 8,reportdate
27556686,18008380,86628938,Driver,31,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-01,Ward 4,reportdate
26868051,16031907,84877689,Driver,17,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2016,2016,2016-03,Ward 3,reportdate
27736075,18115013,87276984,Pedestrian,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-07,Ward 1,reportdate
27702565,18093663,87152758,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 8,reportdate
27711527,18098981,87186854,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 7,reportdate
27698909,18091666,87135856,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 8,reportdate
26670376,15136644,84660333,Driver,26,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2015,2015,2015-09,Ward 6,reportdate
27710865,18099129,87183610,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 8,reportdate
27817472,18167002,87592072,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 7,reportdate
27793454,18151467,87498010,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2018,2018,2018-09,Ward 2,reportdate
28162682,19162219,88897778,Driver,22,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-09,Ward 2,reportdate
27345021,17104651,85848517,Passenger,15,<16,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-06,Ward 8,reportdate
24544495,13049995,84735801,Driver,27,25-34,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-04,Ward 3,reportdate
27221812,17028115,85390702,Passenger,24,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-02,Ward 6,reportdate
27931746,19014210,88013138,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-01,Ward 5,reportdate
28776914,21064805,90922986,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-05,Ward 4,reportdate
28795800,21075004,90985891,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 2,reportdate
28087902,19113465,88605578,Driver,44,35-44,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-06,Ward 2,reportdate
27816758,18166693,87587004,Driver,24,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-10,Ward 1,reportdate
28832828,21096307,91102185,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 8,reportdate
28727940,21040326,90771509,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-03,Ward 8,reportdate
28829843,21094613,91093402,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 7,reportdate
28850715,21106066,91160857,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 5,reportdate
28806018,21080845,91014065,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2021,2021,2021-06,Ward 2,reportdate
26641463,10124645,84561982,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-08,Ward 2,reportdate
26637624,10102293,84857075,Driver,0,<16,N,Y,N,Major,N,N,N,Moped/scooter,moped_scooter,2010,2010,2010-07,Ward 4,reportdate
24953743,13140910,84662616,Driver,19,16-24,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-10,Ward 1,reportdate
24438006,13016534,84622161,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2013,2013,2013-02,Ward 2,reportdate
25162722,14062898,84672856,Driver,51,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2014,2014,2014-05,Ward 5,reportdate
27707878,18097396,87172590,Driver,19,16-24,N,N,Y,Minor,N,N,Y,Moped/scooter,moped_scooter,2018,2018,2018-06,Ward 1,reportdate
28821900,21090021,91066206,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-07,Ward 8,reportdate
26592999,09041835,84716296,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-03,Ward 5,reportdate
28066145,19099321,88516873,Driver,39,35-44,N,Y,N,Major,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-06,Ward 7,reportdate
26592681,09041420,84602968,Driver,50,45-54,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-03,Ward 5,reportdate
27430751,17158790,86169113,Driver,58,55-64,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2017,2017,2017-09,Ward 7,reportdate
26602556,09110911,84814816,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2009,2009,2009-08,Ward 6,reportdate
28736815,21044751,90797470,Driver,53,45-54,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2021,2021,2021-04,Ward 6,reportdate
26625238,12054569,84588272,Driver,24,16-24,N,N,Y,Minor,N,N,N,Moped/scooter,moped_scooter,2012,2012,2012-04,Ward 5,reportdate
28079985,19108365,88574759,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-06,Ward 2,reportdate
28121900,19135845,88736752,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-08,Ward 5,reportdate
28107981,19126677,88683095,Driver,0,<16,N,N,N,None,N,N,N,Moped/scooter,moped_scooter,2019,2019,2019-07,Ward 6,reportdate
28076685,19106073,88562351,Driver,0,<16,N,N,N,None,N,N,Y,Moped/scooter,moped_scooter,2019,2019,2019-06,Ward 2,reportdate
